feedback_id,persona,subscription_type,platform,rating,feature_area,feedback_text,sentiment
FB138,P6-US Market Investor,Pro,iOS,3,US Investing,"The US stocks feature is new and shows promise. 7,000+ stocks is a good starting universe. But the research depth for US companies is significantly thinner than what I get for Indian stocks. Basic financials only.",Mixed
FB139,P6-US Market Investor,Pro,Android,2,US Investing,"Tried to fund my US investing account and the remittance process took 5 business days. The app said 2-3 days. When markets are moving, a 5-day fund transfer is way too slow. Need to fix remittance speed.",Negative
FB140,P6-US Market Investor,Pro,iOS,4,US Investing,Fractional shares with just $1 is an excellent entry point for Indian investors who want global diversification without committing large amounts. The concept and UX around fractional investing is well thought out.,Positive
FB141,P6-US Market Investor,Pro,Android,3,US Investing,"The US stock screener is much weaker than the Indian stock screener. Only about 20-30 filters vs 200+ for Indian stocks. For US-focused research, I still rely on Finviz. Please build out the US screener.",Negative
FB142,P6-US Market Investor,Pro,iOS,2,US Investing,I tried to withdraw funds from my US investing account. It's been 6 days and the money hasn't arrived. Customer support replied once saying they're investigating and then went silent. Completely unacceptable.,Negative
FB143,P6-US Market Investor,Pro,Android,4,US Investing,The GIFT City route for US investing gives me legal and tax compliance without the headache of LRS paperwork that other apps require. The KYC was fully digital and took 8 minutes. Very smooth.,Positive
FB144,P6-US Market Investor,Pro,iOS,3,US Investing,"ETF selection for US markets is decent but not great. Only about 200-300 ETFs vs the 2,500+ available on US exchanges. Missing some key thematic ETFs I wanted. Hope they expand the universe.",Mixed
FB145,P6-US Market Investor,Pro,Android,5,US Investing,"Investing in Apple, Google, and Nvidia from India in rupees with a familiar interface is something I've wanted for years. Tickertape makes it genuinely easy. The currency conversion is transparent and the costs are fair.",Positive
FB146,P6-US Market Investor,Pro,iOS,2,US Investing,The US portfolio P&L doesn't correctly account for currency fluctuation in a transparent way. My return is showing differently when I calculate manually. Need a clearer breakdown of stock returns vs INR/USD exchange impact.,Negative
FB147,P6-US Market Investor,Pro,Android,3,US Investing,"The US stock research pages don't show options data, short interest, or insider trading activity. For US stocks these are commonly tracked metrics and their absence limits my research capability.",Negative
FB148,P6-US Market Investor,Pro,iOS,4,US Investing,The ability to set price alerts on US stocks in INR terms is very useful. I don't have to constantly convert USD prices in my head. This India-specific UX thinking is appreciated.,Positive
FB149,P6-US Market Investor,Pro,Android,3,US Investing,"Tax reporting for US investments — FEMA compliance, reporting requirements — is unclear within the app. I'd love an in-app guide to the tax implications of US investing through GIFT City so I know what to declare.",Mixed
FB150,P6-US Market Investor,Pro,iOS,4,US Investing,"The discovery section highlighting US ETFs by theme — AI, clean energy, semiconductors — is helpful for Indian investors who don't know where to start with US markets. Good curation.",Positive
FB151,P6-US Market Investor,Pro,Android,2,US Investing,Order execution for US stocks during US market hours means I have to set orders at odd Indian timings. There's no pre-market order scheduling. I want to set limit orders that execute during the US session automatically.,Negative
FB152,P6-US Market Investor,Pro,iOS,3,US Investing,The US portfolio and Indian portfolio are separate views with separate analytics. I want a single consolidated portfolio view that shows my total equity exposure across Indian and US markets together.,Negative
FB153,P6-US Market Investor,Pro,Android,4,US Investing,I appreciate that the app shows the Nifty 50 vs S&P 500 correlation analysis. Understanding how my global diversification reduces portfolio risk in real numbers is educational and motivating.,Positive
FB154,P6-US Market Investor,Pro,iOS,2,Customer Support,Had a transaction discrepancy in my US investing account — a buy order was executed but the stock never appeared in my portfolio. Raised a ticket and got one automated response. Still unresolved after 8 days. This is a money issue and needs priority support.,Negative
FB155,P6-US Market Investor,Pro,Android,3,US Investing,The US stock screener doesn't include revenue growth or profit margin filters. These are basic fundamental filters that any investor would want. The Indian screener is far more advanced. US should be brought to parity.,Negative
FB156,P6-US Market Investor,Pro,iOS,4,US Investing,The 'Brands You Use Every Day' framing for US stocks is a great way to help Indian investors connect with US companies they know. It lowers the psychological barrier to global investing.,Positive
FB157,P6-US Market Investor,Pro,Android,3,US Investing,"Market hours and timezone confusion is a minor but real friction. The app doesn't clearly indicate whether a US stock price I'm seeing is real-time, delayed, or from the last US session close. A clear data-freshness indicator is needed.",Mixed
FB158,P7-FIRE Planner,Pro,Web,5,Portfolio Tracker,"Tickertape has become my annual review tool. I export my entire portfolio performance, check my XIRR vs Nifty 50, review my diversification score, and recalibrate allocations. It handles this structured review process beautifully.",Positive
FB159,P7-FIRE Planner,Pro,Android,3,Portfolio Tracker,"The goal-based investing tracker is a good concept but needs a retirement corpus calculator that accounts for inflation-adjusted withdrawal. Currently the goal tracker only shows corpus accumulation, not the distribution phase.",Mixed
FB160,P7-FIRE Planner,Pro,Web,4,MF Screener,"Being a passive investor, the index fund filtering on the MF screener is useful. I can compare tracking error, expense ratio, and AUM growth for Nifty 50 index funds across AMCs to pick the best one.",Positive
FB161,P7-FIRE Planner,Pro,Android,3,Portfolio Tracker,"The asset allocation tracker doesn't include real estate or EPF/PPF. For someone targeting financial independence, these form a large part of net worth. Tickertape only tracks financial assets.",Mixed
FB162,P7-FIRE Planner,Pro,Web,5,MF Screener,The long-term SIP performance simulation showing what monthly investments of various amounts grow to over 20-30 years — accounting for historical category returns — is my favorite planning feature.,Positive
FB163,P7-FIRE Planner,Pro,iOS,4,Portfolio Tracker,The comparison between my actual portfolio CAGR and a benchmark passive portfolio is very honest feedback. It showed me clearly that my mid-cap active bets have underperformed a simple index fund over 5 years.,Positive
FB164,P7-FIRE Planner,Pro,Web,3,Data Quality,"For long-term investors, having accurate corporate action history — every bonus, split, rights issue — is critical for correct CAGR calculations. Found 2 stocks where the corporate action data was missing, leading to wrong return figures.",Negative
FB165,P7-FIRE Planner,Pro,Android,4,Portfolio Tracker,The dividend income tracker is excellent for dividend growth investors. I can see my annual dividend income trend year over year. A projected dividend income based on current yield would make this feature even more powerful.,Positive
FB166,P7-FIRE Planner,Pro,Web,3,Pricing & Paywall,"The annual Pro subscription at ₹2,399 is fair value. But it should include multi-user access for family portfolios. I manage investments for myself, my spouse, and parents — four separate subscriptions is expensive.",Mixed
FB167,P7-FIRE Planner,Pro,iOS,4,MF Screener,Tickertape helped me consolidate my SIP research onto one platform and simplify my portfolio from 12 funds to 4. The overlap analysis and consistency metrics were key to making those decisions.,Positive
FB168,P1-Fundamental Analyst,Pro,Web,4,Data Quality,The shareholding pattern data sourced from quarterly filings is accurate and current. I rely on this to track management's skin in the game and institutional ownership trends.,Positive
FB169,P2-Beginner Investor,Free,Android,3,UI/UX,"When I open the app, the first thing I see is advertisements for smallcases and fixed deposits. I just want to see the market overview. The home screen feels too commercial.",Negative
FB170,P3-Active Trader,Pro,Android,3,Performance/Speed,"The app is slower than Kite or Upstox Pro. For research before or during trades, every second counts. The page load time and chart rendering needs to be much faster.",Negative
FB171,P4-MF/SIP Investor,Free,Android,4,MF Screener,"The comparison of a lump sum vs SIP investment outcome for any fund is a feature I use regularly to decide how to deploy money. Clear, intuitive, and very practical.",Positive
FB172,P5-Portfolio Tracker,Pro,iOS,3,Broker Integration,The broker link authentication expires randomly and I have to re-link periodically. An auto-renewal or background refresh without manual re-authentication would significantly improve the experience.,Negative
FB173,P1-Fundamental Analyst,Pro,Web,5,Stock Screener,"I built a 'Quality at a Reasonable Price' screener combining high ROE, low debt, consistent earnings growth, and reasonable PE. Finding 15 quality stocks to deep-dive is now a 15-minute exercise instead of hours.",Positive
FB174,P2-Beginner Investor,Free,Android,4,Alerts & Notifications,The price alert setup is very easy — just long press on a stock and set the target. Simple and intuitive. Got my first alert notification within minutes of the stock hitting my price. Great feature.,Positive
FB175,P4-MF/SIP Investor,Pro,Android,3,Performance/Speed,"The portfolio page with many MF holdings loads slowly, especially on 4G. Need better optimization and offline-first caching for previously loaded portfolio data.",Negative
FB176,P6-US Market Investor,Pro,iOS,4,US Investing,"The real-time US market indices — S&P 500, Nasdaq, Dow — on the home page give me a quick pulse check before the Indian markets open. Good contextual addition.",Positive
FB177,P3-Active Trader,Free,Web,3,Stock Screener,The screener is great for identifying candidates but I can't annotate or add personal notes to screener results. If I could tag stocks with my own comments like 'watch for Q3 results' it would be a much better research workflow.,Mixed
FB178,P7-FIRE Planner,Pro,Web,4,Portfolio Tracker,"Annual portfolio review in January is something I now do entirely on Tickertape. The data export, P&L summary, and sector allocation breakdown give me everything I need for a systematic review.",Positive
FB179,P2-Beginner Investor,Free,iOS,2,Customer Support,"The in-app support only links to an FAQ page. There is no chat or phone option. For a first-time investor confused about a feature, this is very unhelpful. Need to add at least a live chat option.",Negative
FB180,P5-Portfolio Tracker,Pro,Android,4,Portfolio Tracker,The sectoral concentration alert — notifying when a single sector crosses 40% of portfolio — is a helpful guardrail for investors who tend to chase hot sectors.,Positive
FB181,P1-Fundamental Analyst,Pro,Web,3,Data Quality,"International revenue exposure data for Indian companies is missing. For a company like Infosys or Sun Pharma where >50% revenue is international, this geographic breakdown should be visible. Important for currency risk assessment.",Negative
FB182,P4-MF/SIP Investor,Free,iOS,4,UI/UX,"The mutual fund category education section explaining what large-cap, flexi-cap, and hybrid funds are — with examples — is excellent content for people new to MF investing.",Positive
FB183,P3-Active Trader,Pro,Android,3,Alerts & Notifications,Stock screener result alerts — notifying me when a stock enters or exits my custom screen — would be a game-changing feature. Currently I have to manually re-run screens to see new entries.,Mixed
FB184,P2-Beginner Investor,Free,Android,4,Market Data & MMI,"The market indices dashboard with NIFTY, NIFTY Bank, SENSEX, and sector indices in one scrollable view is very convenient. Clean presentation of what's happening in the market at a glance.",Positive
FB185,P5-Portfolio Tracker,Pro,Web,3,Portfolio Tracker,"I wish the portfolio could track physical gold and PPF contributions alongside financial assets. For a complete net worth picture, these fixed-income and commodity holdings matter.",Mixed
FB186,P6-US Market Investor,Pro,iOS,3,US Investing,"The news feed for US stocks is decent but skewed toward mainstream tech names. For less-covered US stocks, the news section is often empty. Integration with Seeking Alpha or Benzinga would help.",Mixed
FB187,P1-Fundamental Analyst,Pro,Web,4,Stock Screener,"The management quality screening proxies — low capital misallocation, consistent dividend growth, no related-party transactions flagged — are thoughtful additions for fundamentals-focused investors.",Positive
FB188,P7-FIRE Planner,Pro,iOS,3,Pricing & Paywall,Would appreciate a family plan pricing tier. Managing financial portfolios for multiple family members on separate Pro accounts is unnecessarily expensive. Even a 2-user plan at 1.5x would be worth it.,Mixed
FB189,P2-Beginner Investor,Free,Android,3,Onboarding,"The onboarding asks me about my investment goals upfront but then doesn't use those answers to personalize the experience. If I said I'm a beginner interested in MFs, the app should highlight MF features more prominently.",Negative
FB190,P3-Active Trader,Pro,Web,4,Stock Screener,"The derivative statistics section — OI data, PCR, put/call spreads — is a useful addition for traders who use F&O as market signals even if they don't directly trade derivatives.",Positive
FB191,P5-Portfolio Tracker,Pro,Android,2,Broker Integration,"Every single time I update the Tickertape app, my broker link breaks and I need to re-authenticate all three accounts. This regression-per-update pattern is exhausting and needs to be fixed architecturally.",Negative
FB192,P4-MF/SIP Investor,Pro,iOS,5,MF Screener,I used Tickertape's 10-year category-average return data to build my asset allocation strategy. The historical return and drawdown data per mutual fund category was the single most useful reference I found anywhere.,Positive
FB193,P1-Fundamental Analyst,Pro,Web,3,Data Quality,The option to download 10 years of quarterly financials in a structured Excel format would be very useful for building DCF models. Right now the export only covers annual data and limited periods.,Mixed
FB194,P2-Beginner Investor,Free,iOS,5,UI/UX,"Tickertape is the only finance app I've recommended to my non-finance friends. The language is simple, the visuals are clear, and it doesn't make you feel stupid for not knowing financial jargon.",Positive
FB195,P6-US Market Investor,Pro,Android,2,US Investing,"The currency risk warning when I invest in US stocks is a legal disclaimer, not an actual analytical tool. I'd love to see historical INR/USD returns incorporated into US stock return analysis.",Negative
FB196,P5-Portfolio Tracker,Pro,Web,4,Portfolio Tracker,"The staggered SIP tracking showing each tranche, its NAV at purchase, current NAV, and individual tranche return is beautifully detailed. Helps me understand which months I got good entry prices.",Positive
FB197,P3-Active Trader,Pro,iOS,3,Market Data & MMI,A sectoral MMI would be very useful. The overall market sentiment can be in Greed while specific sectors are in Fear. That divergence is exactly where trading opportunities lie.,Mixed
FB198,P4-MF/SIP Investor,Free,Android,4,UI/UX,The fund comparison feature allowing side-by-side metric comparison of 2 mutual funds is well-designed. The returns across rolling periods side-by-side makes the choice immediately clear.,Positive
FB199,P7-FIRE Planner,Pro,Web,4,Stock Screener,"I use the low-churn, low-volatility screener to find stocks suitable for a long-term buy-and-hold FIRE portfolio. The combination of business stability metrics available in the screener is excellent.",Positive
FB200,P1-Fundamental Analyst,Free,Web,2,Pricing & Paywall,The 60+ custom filter promise in Pro is slightly misleading. Some 'advanced' filters are actually just basic ratios with a different name. The marginal value of going from free to Pro is less than the marketing suggests.,Negative
